Machine_ID,Hydraulic_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(?C),Spindle_Bearing_Temperature(?C),Downtime
Makino-L1-Unit1-2013,121.2651359,9.9,50,31.8,No_Machine_Failure
Makino-L1-Unit1-2013,125.95,13.1,49.7,36.4,Machine_Failure
Makino-L3-Unit1-2015,90.4587468,4.5,43.4,31.3,No_Machine_Failure
Makino-L2-Unit1-2015,135.2885292,5.7,44.6,36.4,No_Machine_Failure
Makino-L1-Unit1-2013,80.726488,5.7,36.1,34.8,No_Machine_Failure
Makino-L2-Unit1-2015,143.1943918,8.7,55.1,36.4,No_Machine_Failure
Makino-L3-Unit1-2015,99.63,30.3,47.3,35.5,Machine_Failure
Makino-L1-Unit1-2013,67.14,6.8,47.5,36.6,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,6.8,48.1,37.9,No_Machine_Failure
Makino-L2-Unit1-2015,55.51,17.6,47.8,33.8,Machine_Failure
Makino-L1-Unit1-2013,139.34,24.9,45,37.2,Machine_Failure
Makino-L1-Unit1-2013,141.14,21.3,46.3,34.3,Machine_Failure
Makino-L3-Unit1-2015,61.73,6.4,47.5,36.3,Machine_Failure
Makino-L2-Unit1-2015,87.31,29.8,48.4,31.9,Machine_Failure
Makino-L2-Unit1-2015,139.34,13.8,45.2,34.2,Machine_Failure
Makino-L1-Unit1-2013,80.726488,11.9,46.3,30.8,No_Machine_Failure
Makino-L1-Unit1-2013,99.05093874,20.1,49.1,29.9,No_Machine_Failure
Makino-L1-Unit1-2013,125.95,32.6,51.3,41,Machine_Failure
Makino-L2-Unit1-2015,135.93,7.7,46.9,35.3,Machine_Failure
Makino-L1-Unit1-2013,124.9215493,5.7,43.8,32.9,No_Machine_Failure
Makino-L1-Unit1-2013,74.51,27,47.3,38.8,Machine_Failure
Makino-L1-Unit1-2013,114.828184,7.4,45.5,37.2,No_Machine_Failure
Makino-L2-Unit1-2015,90.4587468,10.6,47.7,29.9,No_Machine_Failure
Makino-L1-Unit1-2013,135.93,9.8,49.3,36.8,Machine_Failure
Makino-L3-Unit1-2015,137.1279588,9.9,43.3,38.4,No_Machine_Failure
Makino-L1-Unit1-2013,90.4587468,4.5,47.3,38.9,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,6.8,48.5,38.7,No_Machine_Failure
Makino-L3-Unit1-2015,82.9688079,7.4,52.8,30.3,No_Machine_Failure
Makino-L1-Unit1-2013,145.98,27,45.4,39.2,Machine_Failure
Makino-L2-Unit1-2015,135.5441059,8.7,53.7,33.3,No_Machine_Failure
Makino-L3-Unit1-2015,100.6515317,12.2,41.4,33.8,No_Machine_Failure
Makino-L2-Unit1-2015,134.54,14.8,53.1,33.6,Machine_Failure
Makino-L1-Unit1-2013,76.33,29.8,43.1,28.1,Machine_Failure
Makino-L3-Unit1-2015,82.42,6.7,48.1,38.4,Machine_Failure
Makino-L3-Unit1-2015,123.8842584,22.4,48.2,29.3,No_Machine_Failure
Makino-L1-Unit1-2013,98.7,10.4,49.8,36.2,Machine_Failure
Makino-L3-Unit1-2015,141.14,32.6,44.8,30.4,Machine_Failure
Makino-L2-Unit1-2015,76.28,26.4,54.3,43,Machine_Failure
Makino-L3-Unit1-2015,118.1972819,10.6,41.5,36.9,No_Machine_Failure
Makino-L1-Unit1-2013,98.36514062,4.5,45.6,29.2,No_Machine_Failure
Makino-L2-Unit1-2015,146.8200823,22.3,47.5,36.7,No_Machine_Failure
Makino-L2-Unit1-2015,173.3260248,9.9,52.1,31.8,No_Machine_Failure
Makino-L2-Unit1-2015,140.656906,5.7,54.9,33.7,No_Machine_Failure
Makino-L1-Unit1-2013,134.02,15.3,53,32.7,Machine_Failure
Makino-L1-Unit1-2013,118.8352588,24.2,48.2,31.9,No_Machine_Failure
Makino-L2-Unit1-2015,134.2149322,23.5,41.1,34.1,No_Machine_Failure
Makino-L1-Unit1-2013,73.5721609,23.5,42.9,33.9,No_Machine_Failure
Makino-L2-Unit1-2015,173.22,26.2,51.3,37.5,Machine_Failure
Makino-L3-Unit1-2015,60.32,30.3,45.2,31.1,Machine_Failure
Makino-L2-Unit1-2015,94.74828196,23.5,41.4,35.6,No_Machine_Failure
Makino-L3-Unit1-2015,137.37,25.6,45.7,32.6,Machine_Failure
Makino-L1-Unit1-2013,77.56,27,45.2,35.6,Machine_Failure
Makino-L2-Unit1-2015,89.53,29.8,42.4,33.5,Machine_Failure
Makino-L2-Unit1-2015,86.48,25.6,48.1,38,Machine_Failure
Makino-L2-Unit1-2015,71.04,14.7,44.4,38.8,Machine_Failure
Makino-L3-Unit1-2015,90.4587468,8.7,48.9,40.5,No_Machine_Failure
Makino-L2-Unit1-2015,80.726488,9.9,42.8,34.6,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,10.6,46.1,31.2,No_Machine_Failure
Makino-L2-Unit1-2015,114.1771053,4.5,42.6,34.5,No_Machine_Failure
Makino-L3-Unit1-2015,156.5076252,6.8,52.5,35,No_Machine_Failure
Makino-L3-Unit1-2015,162.3258052,7.4,46.6,,No_Machine_Failure
Makino-L2-Unit1-2015,126.0684189,8.7,41.5,33.6,No_Machine_Failure
Makino-L1-Unit1-2013,137.37,20.6,47.6,37.7,Machine_Failure
Makino-L3-Unit1-2015,89.35,30.3,44.4,33.8,Machine_Failure
Makino-L3-Unit1-2015,131.9343101,23.5,46.7,35.7,No_Machine_Failure
Makino-L3-Unit1-2015,92.91,18.4,47.9,29.9,Machine_Failure
Makino-L3-Unit1-2015,134.02,11.2,50.3,26.5,Machine_Failure
Makino-L2-Unit1-2015,76.5,26.4,49.8,44.3,Machine_Failure
Makino-L3-Unit1-2015,68.95,28.7,47.6,36,Machine_Failure
Makino-L2-Unit1-2015,61.77,7.5,53.3,38.1,Machine_Failure
Makino-L2-Unit1-2015,94.09,20.2,52.1,44.1,Machine_Failure
Makino-L1-Unit1-2013,80.76,26.4,52.1,35.6,Machine_Failure
Makino-L1-Unit1-2013,134.54,15.6,40.6,32.9,Machine_Failure
Makino-L3-Unit1-2015,102.7092853,8.7,45.3,28.9,No_Machine_Failure
Makino-L3-Unit1-2015,61.73,13.4,48.3,34.5,Machine_Failure
Makino-L3-Unit1-2015,77.68,27,45.9,37.2,Machine_Failure
Makino-L3-Unit1-2015,79.23,24.4,49.6,35.3,Machine_Failure
Makino-L1-Unit1-2013,64.55,8.5,49.8,35.5,Machine_Failure
Makino-L3-Unit1-2015,54.87,26.4,51,30.5,Machine_Failure
Makino-L1-Unit1-2013,73.5721609,10.6,49.3,37.3,No_Machine_Failure
Makino-L1-Unit1-2013,92.8557399,9.9,46.7,36.1,No_Machine_Failure
Makino-L3-Unit1-2015,142.5538395,20.6,50.9,33.4,No_Machine_Failure
Makino-L3-Unit1-2015,108.8102108,6.8,41.5,30.8,No_Machine_Failure
Makino-L3-Unit1-2015,101.8572709,7.4,42.9,29.9,No_Machine_Failure
Makino-L2-Unit1-2015,100.373339,5.7,46.2,33.2,No_Machine_Failure
Makino-L1-Unit1-2013,76.19,5.7,47.3,34.4,Machine_Failure
Makino-L2-Unit1-2015,71.13,6,42.9,37.9,Machine_Failure
Makino-L1-Unit1-2013,86.04,26.4,47.1,28.3,Machine_Failure
Makino-L2-Unit1-2015,56.13,29.8,45.8,37.7,Machine_Failure
Makino-L2-Unit1-2015,92.8557399,11.9,43.7,39.4,No_Machine_Failure
Makino-L2-Unit1-2015,73.5721609,12.2,46.8,37.7,No_Machine_Failure
Makino-L2-Unit1-2015,75.99,24.4,51.1,38.6,Machine_Failure
Makino-L3-Unit1-2015,64.1,30.3,,37.2,Machine_Failure
Makino-L2-Unit1-2015,85.49,29.8,39.1,35.3,Machine_Failure
Makino-L2-Unit1-2015,141.1591931,4.5,47.9,31.2,No_Machine_Failure
Makino-L1-Unit1-2013,158.5601335,5.7,52.9,36.3,No_Machine_Failure
Makino-L1-Unit1-2013,120.2772488,6.8,43.7,33.7,No_Machine_Failure
Makino-L1-Unit1-2013,56.69,28.7,50,30.6,Machine_Failure
Makino-L1-Unit1-2013,71.04,15,49.7,41.1,Machine_Failure
Makino-L1-Unit1-2013,117.0764499,22.3,48,34.2,No_Machine_Failure
Makino-L1-Unit1-2013,63.38,16.1,51.1,36.4,Machine_Failure
Makino-L3-Unit1-2015,51.83,23.9,43.5,35.8,Machine_Failure
Makino-L1-Unit1-2013,89.22,25.6,51.1,36.2,Machine_Failure
Makino-L3-Unit1-2015,135.5180555,22.3,47.1,42,No_Machine_Failure
Makino-L2-Unit1-2015,155.20038,22.3,50.9,31,No_Machine_Failure
Makino-L1-Unit1-2013,69.05,27,46.2,33.9,Machine_Failure
Makino-L1-Unit1-2013,58.48,24.4,49.9,34.9,Machine_Failure
Makino-L3-Unit1-2015,145.98,9.1,47.5,31,Machine_Failure
Makino-L3-Unit1-2015,158.1611974,25.3,44.4,36.9,No_Machine_Failure
Makino-L2-Unit1-2015,117.4964003,25.3,47,35.9,No_Machine_Failure
Makino-L1-Unit1-2013,117.9058818,25.3,44.7,34.6,No_Machine_Failure
Makino-L1-Unit1-2013,123.3119398,25,55.5,37,No_Machine_Failure
Makino-L3-Unit1-2015,139.3590924,4.5,45.1,31.6,No_Machine_Failure
Makino-L2-Unit1-2015,92.8557399,25.1,52,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,148.7742427,25,47.4,34.6,No_Machine_Failure
Makino-L3-Unit1-2015,121.6871398,25,43.4,38.2,No_Machine_Failure
Makino-L1-Unit1-2013,100.5069413,25,54.6,31,No_Machine_Failure
Makino-L2-Unit1-2015,150.3775182,25.3,51.4,36.5,No_Machine_Failure
Makino-L3-Unit1-2015,140.653319,25.1,45.8,35.4,No_Machine_Failure
Makino-L1-Unit1-2013,134.7480969,25.1,51,43.1,No_Machine_Failure
Makino-L1-Unit1-2013,103.5992058,25,50.2,31.3,No_Machine_Failure
Makino-L2-Unit1-2015,94.00662225,25,46.9,32.6,No_Machine_Failure
Makino-L3-Unit1-2015,107.2880726,25,50.5,36.5,No_Machine_Failure
Makino-L1-Unit1-2013,115.2883946,25.1,47.9,37.5,No_Machine_Failure
Makino-L3-Unit1-2015,124.1045279,25.1,46.4,33.2,No_Machine_Failure
Makino-L2-Unit1-2015,126.3668382,25.3,46,33.1,No_Machine_Failure
Makino-L1-Unit1-2013,105.7458869,25,43.4,34.6,No_Machine_Failure
Makino-L3-Unit1-2015,98.42087699,25.2,43.1,39,No_Machine_Failure
Makino-L1-Unit1-2013,124.4685601,25.3,46,37.5,No_Machine_Failure
Makino-L3-Unit1-2015,57.51,5.5,40.7,31.2,Machine_Failure
Makino-L1-Unit1-2013,87.02,13.6,44.5,36.6,Machine_Failure
Makino-L3-Unit1-2015,71.04,8,46.4,31.6,Machine_Failure
Makino-L3-Unit1-2015,61.73,23.9,44.8,32.7,Machine_Failure
Makino-L2-Unit1-2015,142.36,26.2,48.4,41.4,Machine_Failure
Makino-L1-Unit1-2013,63.76,21,45.4,36.8,Machine_Failure
Makino-L3-Unit1-2015,141.14,32.6,49.5,30.8,Machine_Failure
Makino-L3-Unit1-2015,134.54,25.3,40.3,32.2,Machine_Failure
Makino-L1-Unit1-2013,135.93,9,45.5,34.3,Machine_Failure
Makino-L2-Unit1-2015,137.37,14.2,48,28.9,Machine_Failure
Makino-L1-Unit1-2013,74.61,17.2,54.7,37.2,Machine_Failure
Makino-L3-Unit1-2015,78.52,8.8,,,Machine_Failure
Makino-L1-Unit1-2013,145.98,21.5,47.5,36,Machine_Failure
Makino-L3-Unit1-2015,88.24,10.7,43,36,Machine_Failure
Makino-L1-Unit1-2013,69.42,13.9,48.8,32.7,Machine_Failure
Makino-L3-Unit1-2015,121.22,20.9,43.7,33.4,Machine_Failure
Makino-L3-Unit1-2015,76.67,22.9,51.7,39.7,Machine_Failure
Makino-L1-Unit1-2013,75.42,32.6,45.8,36.9,Machine_Failure
Makino-L3-Unit1-2015,89.37,9.9,48.2,37.6,Machine_Failure
Makino-L3-Unit1-2015,62.76,16.4,52.4,39.2,Machine_Failure
Makino-L3-Unit1-2015,92.8557399,20.4,43.8,32.6,No_Machine_Failure
Makino-L2-Unit1-2015,73.5721609,20.8,50.2,32.6,No_Machine_Failure
Makino-L1-Unit1-2013,123.218125,20.9,43.3,35.9,No_Machine_Failure
Makino-L2-Unit1-2015,122.5444726,20.6,43.4,38,No_Machine_Failure
Makino-L1-Unit1-2013,114.3670419,20.9,46.6,34.8,No_Machine_Failure
Makino-L2-Unit1-2015,67.06,24.4,48.7,35.7,Machine_Failure
Makino-L2-Unit1-2015,75.3,23.7,51.7,37.4,Machine_Failure
Makino-L1-Unit1-2013,92.8557399,5.7,42.7,31.2,No_Machine_Failure
Makino-L2-Unit1-2015,,11.9,47.5,31.1,No_Machine_Failure
Makino-L2-Unit1-2015,73.84,27,49.7,34.1,Machine_Failure
Makino-L3-Unit1-2015,129.852171,12.2,41.6,37.2,No_Machine_Failure
Makino-L1-Unit1-2013,115.133019,4.5,44.7,31.8,No_Machine_Failure
Makino-L3-Unit1-2015,58.9,29.8,45.6,36.4,Machine_Failure
Makino-L2-Unit1-2015,97.19,30.3,46.8,32.6,Machine_Failure
Makino-L1-Unit1-2013,90.01,26.4,54.3,33.2,Machine_Failure
Makino-L1-Unit1-2013,116.0304916,8.7,51.1,34.7,No_Machine_Failure
Makino-L2-Unit1-2015,135.93,29.8,43.2,38.9,Machine_Failure
Makino-L3-Unit1-2015,147.0656249,21.7,45.6,35,No_Machine_Failure
Makino-L3-Unit1-2015,80.27,9.4,46.3,35.6,Machine_Failure
Makino-L3-Unit1-2015,61.73,26.6,46.3,36.3,Machine_Failure
Makino-L1-Unit1-2013,139.34,11.7,46.6,31.4,Machine_Failure
Makino-L1-Unit1-2013,114.7641461,22,45.5,41,No_Machine_Failure
Makino-L2-Unit1-2015,127.1080467,22,48.2,34.7,No_Machine_Failure
Makino-L1-Unit1-2013,99.58453952,22,48.5,33.9,No_Machine_Failure
Makino-L1-Unit1-2013,127.6770926,22,,34.1,No_Machine_Failure
Makino-L1-Unit1-2013,108.5510919,20.2,50.9,32.9,No_Machine_Failure
Makino-L3-Unit1-2015,148.1911522,20.1,42.1,37,No_Machine_Failure
Makino-L3-Unit1-2015,139.7956667,22.3,47.1,35.5,No_Machine_Failure
Makino-L1-Unit1-2013,144.7469746,20.2,44.3,38.9,No_Machine_Failure
Makino-L3-Unit1-2015,142.36,6.4,47.5,34.9,Machine_Failure
Makino-L1-Unit1-2013,126.8611511,20.3,46.1,39.4,No_Machine_Failure
Makino-L1-Unit1-2013,118.9192032,20.2,47,43.4,No_Machine_Failure
Makino-L1-Unit1-2013,137.1605174,20.2,53.1,40.3,No_Machine_Failure
Makino-L2-Unit1-2015,141.14,11.7,52,29.5,Machine_Failure
Makino-L1-Unit1-2013,130.3365431,9.9,47.4,33.5,No_Machine_Failure
Makino-L1-Unit1-2013,98.7,16.7,47,45.8,Machine_Failure
Makino-L1-Unit1-2013,145.98,15.3,43.6,39.9,Machine_Failure
Makino-L1-Unit1-2013,135.5334422,20.1,51.5,36.2,No_Machine_Failure
Makino-L1-Unit1-2013,128.7402501,8.7,48.4,37.6,No_Machine_Failure
Makino-L2-Unit1-2015,134.54,28.7,46.1,33.5,Machine_Failure
Makino-L2-Unit1-2015,98.7,29.8,49.9,39.5,Machine_Failure
Makino-L2-Unit1-2015,125.95,30.3,45.7,29.7,Machine_Failure
Makino-L1-Unit1-2013,109.9773936,20.3,44.4,42.4,No_Machine_Failure
Makino-L1-Unit1-2013,113.0408906,20.3,43.7,37.3,No_Machine_Failure
Makino-L1-Unit1-2013,142.36,9.4,46.9,39.4,Machine_Failure
Makino-L1-Unit1-2013,134.02,10.1,48.3,37.9,Machine_Failure
Makino-L3-Unit1-2015,71.04,30.3,50.4,34.1,Machine_Failure
Makino-L3-Unit1-2015,63.76,6.8,39.6,31.4,Machine_Failure
Makino-L3-Unit1-2015,125.95,11.4,50.3,32.2,Machine_Failure
Makino-L1-Unit1-2013,75.84,14.8,51.7,41.2,Machine_Failure
Makino-L2-Unit1-2015,134.02,30.3,48.1,29.5,Machine_Failure
Makino-L2-Unit1-2015,134.54,24.4,47.8,34.5,Machine_Failure
Makino-L3-Unit1-2015,98.7,25.6,48,28.7,Machine_Failure
Makino-L1-Unit1-2013,60.43,20.6,47.6,33.5,Machine_Failure
Makino-L1-Unit1-2013,91.59,26.8,44,33.9,Machine_Failure
Makino-L1-Unit1-2013,71.04,26.4,45.4,28.9,Machine_Failure
Makino-L1-Unit1-2013,141.14,22.2,46,38.9,Machine_Failure
Makino-L1-Unit1-2013,141.14,27,40.7,35.4,Machine_Failure
Makino-L2-Unit1-2015,99.58,6.7,48.8,33.5,Machine_Failure
Makino-L3-Unit1-2015,98.73,15.3,44.6,33.4,Machine_Failure
Makino-L2-Unit1-2015,125.95,26.4,43.6,36.8,Machine_Failure
Makino-L1-Unit1-2013,64.81,4.6,53.3,38.9,Machine_Failure
Makino-L3-Unit1-2015,86.26,5,43.8,30.6,Machine_Failure
Makino-L1-Unit1-2013,134.54,4.8,46.1,34.3,Machine_Failure
Makino-L2-Unit1-2015,97.12,25.6,47.5,34.8,Machine_Failure
Makino-L3-Unit1-2015,108.3992216,25.6,48.7,32.8,No_Machine_Failure
Makino-L3-Unit1-2015,138.5355816,25.6,51.1,34.6,No_Machine_Failure
Makino-L3-Unit1-2015,88.27913423,5.7,44.5,35.8,No_Machine_Failure
Makino-L1-Unit1-2013,90.4587468,4.5,48.7,30.1,No_Machine_Failure
Makino-L3-Unit1-2015,82.9688079,25.6,44.2,34,No_Machine_Failure
Makino-L2-Unit1-2015,148.0676241,7.4,51.2,34.3,No_Machine_Failure
Makino-L3-Unit1-2015,134.6112566,25.6,46.3,31.3,No_Machine_Failure
Makino-L3-Unit1-2015,127.2888098,25.6,44.6,38.6,No_Machine_Failure
Makino-L1-Unit1-2013,157.1765034,25.6,48.7,30.1,No_Machine_Failure
Makino-L1-Unit1-2013,89.4587468,25.6,48,31.1,No_Machine_Failure
Makino-L2-Unit1-2015,88.27913423,25.6,49.8,37.4,No_Machine_Failure
Makino-L3-Unit1-2015,76.4428743,25.6,43.3,37,No_Machine_Failure
Makino-L2-Unit1-2015,115.6444414,9.9,48.6,45.6,No_Machine_Failure
Makino-L2-Unit1-2015,119.1779492,25.6,55.5,29.4,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,25.6,40.1,38.4,No_Machine_Failure
Makino-L2-Unit1-2015,113.7409969,20.6,51.6,36.8,No_Machine_Failure
Makino-L1-Unit1-2013,134.02,11.5,49.9,33.3,Machine_Failure
Makino-L3-Unit1-2015,70.46602,20.6,52.9,34.6,No_Machine_Failure
Makino-L1-Unit1-2013,71.46602,20.6,45,31.5,No_Machine_Failure
Makino-L2-Unit1-2015,148.1001936,20.5,49.2,35.8,No_Machine_Failure
Makino-L3-Unit1-2015,153.5415639,20.5,45.9,40.3,No_Machine_Failure
Makino-L1-Unit1-2013,140.5699833,6.8,45.5,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,126.7591905,20.5,44.2,30.2,No_Machine_Failure
Makino-L1-Unit1-2013,98.91,26.7,51.4,34.9,Machine_Failure
Makino-L2-Unit1-2015,70.46602,20.6,49.3,32.8,No_Machine_Failure
Makino-L2-Unit1-2015,135.93,10.8,51.3,39,Machine_Failure
Makino-L2-Unit1-2015,70.83,26.1,48.8,38.1,Machine_Failure
Makino-L3-Unit1-2015,88.26,5.6,46.8,35.3,Machine_Failure
Makino-L1-Unit1-2013,132.6351739,20.5,49,31.4,No_Machine_Failure
Makino-L3-Unit1-2015,71.46602,4.5,52.9,32.4,No_Machine_Failure
Makino-L3-Unit1-2015,111.0039428,20.5,47.7,35.8,No_Machine_Failure
Makino-L2-Unit1-2015,74.78,32.6,46.4,41,Machine_Failure
Makino-L3-Unit1-2015,52.64,8.1,46.6,38.6,Machine_Failure
Makino-L1-Unit1-2013,61.73,24.4,47.2,37.5,Machine_Failure
Makino-L2-Unit1-2015,131.5269712,8.7,42.8,39.4,No_Machine_Failure
Makino-L2-Unit1-2015,70.46602,12.2,48.1,33.3,No_Machine_Failure
Makino-L2-Unit1-2015,71.46602,4.5,47.1,35.1,No_Machine_Failure
Makino-L3-Unit1-2015,119.7611518,6.8,48,36.9,No_Machine_Failure
Makino-L3-Unit1-2015,136.2355685,9.9,44,34.2,No_Machine_Failure
Makino-L1-Unit1-2013,81.1382212,6.8,48.6,35.3,No_Machine_Failure
Makino-L3-Unit1-2015,80.726488,5.7,43,33.7,No_Machine_Failure
Makino-L2-Unit1-2015,51.87,22.7,39.2,28.8,Machine_Failure
Makino-L3-Unit1-2015,70.46602,4.5,47.3,35,No_Machine_Failure
Makino-L1-Unit1-2013,98.82,18.4,46.8,41.8,Machine_Failure
Makino-L1-Unit1-2013,70.46602,22,49.9,31.7,No_Machine_Failure
Makino-L3-Unit1-2015,89.4587468,12.2,45.9,34.9,No_Machine_Failure
Makino-L1-Unit1-2013,104.4029989,10.6,44.1,33,No_Machine_Failure
Makino-L3-Unit1-2015,72.46602,6.8,52.6,38.6,No_Machine_Failure
Makino-L2-Unit1-2015,107.4215149,11.9,47.7,32.6,No_Machine_Failure
Makino-L3-Unit1-2015,135.93,26.4,49.5,36.4,Machine_Failure
Makino-L1-Unit1-2013,113.8737391,12.2,48.5,35.1,No_Machine_Failure
Makino-L2-Unit1-2015,107.0009498,10.6,42.2,46,No_Machine_Failure
Makino-L2-Unit1-2015,133.9444529,20.2,45.5,39.7,No_Machine_Failure
Makino-L2-Unit1-2015,139.34,29.8,48.4,32.5,Machine_Failure
Makino-L1-Unit1-2013,53.21,4.5,48.5,34.9,Machine_Failure
Makino-L1-Unit1-2013,90.4587468,6.8,52.5,37,No_Machine_Failure
Makino-L1-Unit1-2013,55.47,6.7,59.2,32.8,Machine_Failure
Makino-L2-Unit1-2015,72.46602,10.6,50.1,29.8,No_Machine_Failure
Makino-L2-Unit1-2015,143.0507975,11.9,49,29.7,No_Machine_Failure
Makino-L1-Unit1-2013,93.61767251,12.2,52,31.8,No_Machine_Failure
Makino-L3-Unit1-2015,142.36,26.4,45.7,33.7,Machine_Failure
Makino-L1-Unit1-2013,137.5940529,12.2,41.3,38.9,No_Machine_Failure
Makino-L3-Unit1-2015,69.46602,20.2,48.6,40,No_Machine_Failure
Makino-L2-Unit1-2015,80.27,27,51,35.5,Machine_Failure
Makino-L1-Unit1-2013,69.46602,7.4,50.5,38.7,No_Machine_Failure
Makino-L2-Unit1-2015,61.73,28.7,45.8,35.8,Machine_Failure
Makino-L3-Unit1-2015,117.864702,4.5,54.2,32.6,No_Machine_Failure
Makino-L2-Unit1-2015,62.29,23.4,46.4,32.3,Machine_Failure
Makino-L3-Unit1-2015,89.4587468,5.7,46.1,35.7,No_Machine_Failure
Makino-L3-Unit1-2015,91.95733216,20.3,47.5,40.4,No_Machine_Failure
Makino-L1-Unit1-2013,98.02714271,9.9,51,33.2,No_Machine_Failure
Makino-L2-Unit1-2015,88.27913423,4.5,48.3,35,No_Machine_Failure
Makino-L3-Unit1-2015,82.9688079,7.4,48.8,40.3,No_Machine_Failure
Makino-L2-Unit1-2015,111.3979405,8.7,51.1,39.2,No_Machine_Failure
Makino-L3-Unit1-2015,52.39,19.5,49,37.9,Machine_Failure
Makino-L1-Unit1-2013,70.46602,8.7,46.3,35.2,No_Machine_Failure
Makino-L1-Unit1-2013,80.726488,5.7,52.9,26.3,No_Machine_Failure
Makino-L2-Unit1-2015,52.21,25.1,54.9,34.3,Machine_Failure
Makino-L3-Unit1-2015,81.1382212,6.8,38.3,38,No_Machine_Failure
Makino-L3-Unit1-2015,98.94,5.4,40.7,37.1,Machine_Failure
Makino-L2-Unit1-2015,82.9688079,7.4,44.5,34.6,No_Machine_Failure
Makino-L3-Unit1-2015,99.50172315,9.9,50.7,34.4,No_Machine_Failure
Makino-L2-Unit1-2015,52.27,10,50,31.3,Machine_Failure
Makino-L2-Unit1-2015,77.63383095,10.6,45.8,40.8,No_Machine_Failure
Makino-L1-Unit1-2013,82.48,15.9,50.8,36.2,Machine_Failure
Makino-L2-Unit1-2015,61.75,22.6,48.9,30.9,Machine_Failure
Makino-L2-Unit1-2015,125.95,32.6,46.4,28.1,Machine_Failure
Makino-L3-Unit1-2015,111.5981878,12.2,50.9,42.1,No_Machine_Failure
Makino-L2-Unit1-2015,94.73475733,4.5,47.9,34.6,No_Machine_Failure
Makino-L2-Unit1-2015,80.27,20.3,48.4,34.1,Machine_Failure
Makino-L3-Unit1-2015,111.9485648,9.9,48.9,35.5,No_Machine_Failure
Makino-L3-Unit1-2015,69.75,14.7,44.1,38,Machine_Failure
Makino-L3-Unit1-2015,88.27913423,11.9,44.3,32.9,No_Machine_Failure
Makino-L1-Unit1-2013,90.4587468,4.5,52.2,36.6,No_Machine_Failure
Makino-L3-Unit1-2015,70.61,13.1,49.3,38.2,Machine_Failure
Makino-L1-Unit1-2013,117.6323553,10.6,45.4,35.8,No_Machine_Failure
Makino-L1-Unit1-2013,90.4587468,25.7,52.5,35.6,No_Machine_Failure
Makino-L2-Unit1-2015,131.9979952,6.8,49,41.3,No_Machine_Failure
Makino-L2-Unit1-2015,133.0782292,8.7,40.2,37,No_Machine_Failure
Makino-L1-Unit1-2013,51.14,11.5,45.3,28.3,Machine_Failure
Makino-L3-Unit1-2015,59.8,12.4,54.9,31.8,Machine_Failure
Makino-L1-Unit1-2013,110.1589469,25.4,45.5,38.3,No_Machine_Failure
Makino-L1-Unit1-2013,89.4587468,25.5,46.2,35.5,No_Machine_Failure
Makino-L3-Unit1-2015,99.41,30.3,46.6,33.2,Machine_Failure
Makino-L2-Unit1-2015,106.1042428,9.9,43.4,36.1,No_Machine_Failure
Makino-L3-Unit1-2015,79.17,6.6,45.2,34.5,Machine_Failure
Makino-L2-Unit1-2015,153.073091,7.4,49.6,32.1,No_Machine_Failure
Makino-L2-Unit1-2015,145.98,20.4,50.7,30.6,Machine_Failure
Makino-L1-Unit1-2013,89.4587468,9.9,41.7,34,No_Machine_Failure
Makino-L3-Unit1-2015,119.601322,4.5,48.6,37.1,No_Machine_Failure
Makino-L3-Unit1-2015,137.37,7.5,54.5,29.5,Machine_Failure
Makino-L1-Unit1-2013,62.64,30.3,54.7,27.9,Machine_Failure
Makino-L1-Unit1-2013,131.6630007,11.9,47.1,30.3,No_Machine_Failure
Makino-L1-Unit1-2013,90.4587468,10.6,46.1,32,No_Machine_Failure
Makino-L1-Unit1-2013,98.94,24.9,50.8,37.7,Machine_Failure
Makino-L3-Unit1-2015,-14.32645418,6.8,49.6,39.2,No_Machine_Failure
Makino-L1-Unit1-2013,96.06,22.8,44.8,33.9,Machine_Failure
Makino-L3-Unit1-2015,98.37,26.4,48.3,35.3,Machine_Failure
Makino-L2-Unit1-2015,80.99,28.7,42.3,36.4,Machine_Failure
Makino-L1-Unit1-2013,98.7,23.4,43.9,33.7,Machine_Failure
Makino-L3-Unit1-2015,107.423359,11.9,45.5,28.7,No_Machine_Failure
Makino-L1-Unit1-2013,80.27,9.3,45.2,26.6,Machine_Failure
Makino-L3-Unit1-2015,81.1382212,12.2,55.2,35.2,No_Machine_Failure
Makino-L2-Unit1-2015,119.2622336,20.9,55.4,32.1,No_Machine_Failure
Makino-L2-Unit1-2015,,20.4,44.7,39.8,No_Machine_Failure
Makino-L3-Unit1-2015,88.27913423,20.5,48,31.3,No_Machine_Failure
Makino-L1-Unit1-2013,80.44,23,45.4,36.2,Machine_Failure
Makino-L2-Unit1-2015,80.726488,11.9,42.7,32.3,No_Machine_Failure
Makino-L1-Unit1-2013,74.52,25.6,47,33.6,Machine_Failure
Makino-L2-Unit1-2015,134.02,4.2,50.1,38.8,Machine_Failure
